"BATCHID","INSTANCE_NAME","SNAP_TIME","DB_CPU","CONCURRENCY","DB_TIME","USER_IO","SYSTEM_IO","ADMINISTRATIVE","CONFIGURATION","OTHER","SCHEDULER","APPLICATION","CLUSTER","QUEUEING","COMMIT","NETWORK"
"1818","jydqdb2","2017-06-07 08:00:00","8188.33","0","18971.83","8962","730","0","0","0","0","0","941","0","533","201"
"1818","jydqdb2","2017-06-10 08:00:00","14091.45","0","28550.31","13367","938","0","0","0","0","0","1702","0","364","403"
"1818","jydqdb1","2017-06-01 19:00:00","14042.37","0","43552.21","18459","271","0","0","0","0","9113","1459","0","306","0"
"1818","jydqdb2","2017-06-09 00:00:00","12723.78","0","33033.99","13311","535","0","0","2922.21","0","0","1313","0","1550","679"
"1818","jydqdb2","2017-06-12 14:00:00","19053.65","0","30407.84","8100","1080","0","0","0","0","0","342","0","1354","480"
"1818","jydqdb2","2017-05-30 00:00:00","19173.49","0","49521.96","13866","994","0","0","7094.47","0","0","2096","0","5939","359"
"1818","jydqdb2","2017-05-30 06:00:00","20590.64","0","47092.92","17989","910","0","0","2194.28","0","0","2030","0","3379","0"
"1818","jydqdb2","2017-06-06 18:00:00","12672.8","0","30031.28","9963","1219","0","0","388.48","0","0","1178","0","4124","486"
"1818","jydqdb2","2017-05-30 15:00:00","20554.54","0","50741.91","17054","1925","0","0","0","0","0","1902","0","9754","0"
"1818","jydqdb2","2017-05-31 18:00:00","20152.86","0","49341.29","19516","1928","0","0","0","0","0","1759","0","9674","0"
"1818","jydqdb2","2017-06-08 02:00:00","7790.03","0","25693.69","17061","195","0","0","0","0","0","1181","0","91","4225"
"1818","jydqdb2","2017-06-08 10:00:00","15865.32","0","30804.96","9477","882","0","0","1663.64","0","0","675","0","1618","624"
"1818","jydqdb2","2017-06-15 12:00:00","31447.33","0","47672.35","14501","668","0","0","0","0","0","870","0","1171","440"
"1818","jydqdb2","2017-06-01 11:00:00","20409.18","0","35795.48","6135","1523","0","0","0","0","0","924","0","7484","338"
"1818","jydqdb2","2017-05-25 23:00:00","17022.53","0","43370.04","17822","1011","0","0","0","0","0","2178","0","5362","0"
"1818","jydqdb2","2017-06-01 22:00:00","19537.59","0","40549.88","7715","1504","0","0","4598.29","0","0","1040","0","6155","0"
"1818","jydqdb1","2017-05-21 22:00:00","10591.68","0","70994.02","14054","380","0","0","20505.34","0","23346","1624","0","493","0"
"1818","jydqdb1","2017-06-05 09:00:00","18127.67","0","45347.08","23329","496","0","0","242.41","0","0","2485","0","667","0"
"1818","jydqdb1","2017-06-05 12:00:00","28462.36","0","50302.92","16569","533","0","0","1003.56","0","0","2995","0","740","0"
"1818","jydqdb1","2017-06-05 20:00:00","97732.37","714","289022.35","18969","902","0","0","146109.98","0","17758","4138","0","2699","0"
"1818","jydqdb1","2017-06-13 08:00:00","24622.3","0","56769.79","28972","923","0","0","0","0","0","2287","0","2810","0"
"1818","jydqdb1","2017-06-13 12:00:00","26421.24","0","53849.62","19991","1363","0","0","0","0","0","1718","0","5356","0"
"1818","jydqdb1","2017-05-30 11:00:00","20981.25","0","39621.38","20235","486","0","0","0","0","0","1835","0","655","0"
"1818","jydqdb1","2017-06-13 23:00:00","28992.57","0","69654.55","27052","1274","0","0","0","0","8570","2267","0","5539","0"
"1818","jydqdb1","2017-05-30 19:00:00","21423.56","0","53951.19","25382","432","0","0","1110.63","0","2604","2433","0","566","0"
"1818","jydqdb1","2017-05-31 02:00:00","11048.49","0","48815.25","19067","165","0","0","1375.76","0","14864","2132","0","163","0"
"1818","jydqdb1","2017-06-07 21:00:00","40638.7","0","83172.51","23257","1443","0","0","2299.81","0","5058","3036","0","7440","0"
"1818","jydqdb1","2017-06-14 17:00:00","24479.39","144","58991.13","20985","1154","0","0","0","0","8306","2336","0","5529","0"
"1818","jydqdb1","2017-06-08 16:00:00","34319.71","265","68251.51","20757","1279","0","0","1223.8","0","0","3583","0","6824","0"
"1818","jydqdb1","2017-06-15 15:00:00","27129.37","770","68503.04","18237","1593","0","0","2220.67","0","4208","1887","0","12458","0"
"1818","jydqdb2","2017-06-09 07:00:00","14287.73","0","36511.56","16657","465","0","0","2319.83","0","0","1717","0","493","572"
"1818","jydqdb2","2017-06-09 08:00:00","14919.45","0","31731.83","14478","603","0","0","0","0","0","1180","0","720","840"
"1818","jydqdb2","2017-06-12 13:00:00","20542.13","0","31020.34","7778","1170","0","0","0","0","0","370","0","1427","408"
"1818","jydqdb1","2017-06-10 05:00:00","17664.69","0","54112.55","20783","155","0","0","0","0","14532","1221","0","505","0"
"1818","jydqdb1","2017-06-13 02:00:00","19535.38","0","57841.13","16669","493","0","0","779.75","0","17940","1353","0","1071","0"
"1818","jydqdb1","2017-06-16 17:00:00","24403.86","203","58596.69","23056","1572","0","0","0","0","4487","2383","0","7245","0"
"1818","jydqdb2","2017-05-19 19:00:00","21701.03","0","59946.71","29857","869","0","0","0","0","0","3505","0","4321","0"
"1818","jydqdb2","2017-05-21 09:00:00","25675.16","0","71238.56","34230","1226","0","0","1002.4","0","0","3294","0","5340","471"
"1818","jydqdb2","2017-05-22 11:00:00","28301.55","0","86357.64","40092","2213","0","0","0","0","0","4008","0","13552","0"
"1818","jydqdb2","2017-05-22 21:00:00","20855.01","0","64554.13","34147","1355","0","0","0","0","0","8370","0","7256","0"
"1818","jydqdb2","2017-05-23 23:00:00","19465.5","0","46050.86","19829","884","0","0","0","0","0","3457","0","4262","0"
"1818","jydqdb2","2017-05-27 08:00:00","19426.28","0","62651.14","24558","1225","0","0","8529.86","0","0","2300","0","6082","530"
"1818","jydqdb2","2017-05-27 09:00:00","21632.2","0","75758.69","23955","1456","0","0","14025.49","0","0","2993","0","11258","439"
"1818","jydqdb2","2017-05-27 14:00:00","21360.66","0","50675.01","18589","1233","0","0","1484.35","0","0","2287","0","5721","0"
"1818","jydqdb2","2017-06-03 07:00:00","19550.26","0","41794.23","13550","1332","0","0","0","0","0","1552","0","8165","727"
"1818","jydqdb2","2017-06-03 10:00:00","23825.31","0","47705.1","8855","1569","0","0","695.79","0","0","1910","0","10317","533"
"1818","jydqdb2","2017-06-16 09:00:00","15223.09","0","38660.38","16625","613","0","0","3625.29","0","0","1368","0","669","537"
"1818","jydqdb1","2017-05-22 14:00:00","18755.79","224","59555.99","36984","467","0","0","0","0","0","2813","0","2408","0"
"1818","jydqdb1","2017-05-22 19:00:00","94859.51","1363","210725.82","36134","515","0","1676","69393.31","0","0","5783","0","1002","0"
"1818","jydqdb1","2017-05-23 06:00:00","19687.88","0","59591.74","31901","197","0","0","3715.86","0","0","3875","0","215","0"
"1818","jydqdb1","2017-05-23 08:00:00","38814.92","0","77828.59","30283","349","0","0","3362.67","0","0","4455","0","564","0"
"1818","jydqdb1","2017-05-24 05:00:00","12291.91","0","63194.87","28273","58","0","0","6091.96","0","14196","2248","0","36","0"
"1818","jydqdb1","2017-05-17 01:00:00","10657.12","0","58839.88","28685","215","0","0","7322.76","0","8124","3589","0","247","0"
"1818","jydqdb1","2017-05-17 07:00:00","9003.69","0","45196.22","14516","192","0","0","0","0","21846","1105","0","595","0"
"1818","jydqdb1","2017-05-18 05:00:00","11093.23","30","55356.18","35145","64","0","0","6564.95","0","90","2330","0","39","0"
"1818","jydqdb1","2017-05-18 15:00:00","14390.12","0","53709.06","31190","597","0","0","254.94","0","3666","2519","0","1092","0"
"1818","jydqdb1","2017-05-18 22:00:00","18774.59","0","61429.11","29650","820","0","0","2680.52","0","7178","1748","0","578","0"
"1818","jydqdb1","2017-05-19 15:00:00","12965.74","242","51159.43","13262","407","0","0","0","0","22238","1463","0","2380","0"
"1818","jydqdb1","2017-05-20 22:00:00","13679.55","0","49479.96","21430","429","0","0","0","0","12469","2184","0","585","0"
"1818","jydqdb1","2017-05-21 19:00:00","12375.65","0","54979.81","16933","381","0","0","2348.16","0","20629","1823","0","490","0"
"1818","jydqdb1","2017-05-28 23:00:00","16706.62","131","47599.82","19438","433","0","0","0","0","12711","1313","0","1023","0"
"1818","jydqdb1","2017-06-05 11:00:00","20631.88","0","40662.5","17748","534","0","0","0","0","0","4263","0","750","0"
"1818","jydqdb1","2017-06-02 05:00:00","10188.36","0","45058.61","28307","163","0","0","0","0","5682","1404","0","163","0"
"1818","jydqdb1","2017-06-02 10:00:00","19489.59","0","53685.55","29854","456","0","0","0","0","2116","1603","0","602","0"
"1818","jydqdb1","2017-06-02 23:00:00","13781.8","0","52942.3","16933","417","0","0","1458.5","0","17972","1834","0","546","0"
"1818","jydqdb1","2017-06-10 06:00:00","19364.81","85","55460.47","28167","169","0","0","409.66","0","4318","2605","0","342","0"
"1818","jydqdb1","2017-06-10 11:00:00","19668.48","28","42341.14","19414","782","0","0","0","0","0","1098","0","2625","56"
"1818","jydqdb1","2017-05-27 22:00:00","17924.58","227","52183.79","23644","595","0","0","0","0","5736","2923","0","2010","0"
"1818","jydqdb1","2017-06-11 22:00:00","24854.03","0","60345.36","26880","1160","0","0","0","0","1247","2485","0","5122","0"
"1818","jydqdb1","2017-05-28 12:00:00","18768.17","216","43139.94","19290","565","0","0","748.77","0","0","1967","0","1585","0"
"1818","jydqdb1","2017-06-04 14:00:00","20569.91","0","43045.9","17447","485","0","0","0","0","3680","2375","0","649","0"
"1818","jydqdb2","2017-05-20 03:00:00","16458.38","0","47938.36","31410","272","0","0","0","0","0","2646","0","509","2857"
"1818","jydqdb2","2017-05-20 20:00:00","28772.91","0","85470.47","40560","1390","0","0","2208.56","0","0","4099","0","8440","0"
"1818","jydqdb2","2017-05-21 05:00:00","18874.62","0","51756.18","31389","284","0","0","0","0","0","2233","0","405","224"
"1818","jydqdb2","2017-05-22 03:00:00","18294.57","0","57310.65","32177","471","0","0","0","0","0","1965","0","843","5443"
"1818","jydqdb1","2017-05-18 17:00:00","17418.54","408","58028.97","16774","470","0","0","0","0","21046","2386","0","3910","0"
"1818","jydqdb1","2017-05-21 04:00:00","8446.44","61","43395.07","21023","87","0","0","395.63","0","11603","1705","0","74","0"
"1818","jydqdb1","2017-05-22 07:00:00","13767.65","212","56099.87","34705","292","0","0","981.22","0","1482","2141","0","2519","0"
"1818","jydqdb1","2017-05-23 16:00:00","44861.26","0","91328.06","34652","508","0","0","5539.8","0","0","5019","0","748","0"
"1818","jydqdb1","2017-05-26 01:00:00","12346.92","0","62480.82","33526","220","0","0","12472.9","0","0","3647","0","268","0"
"1818","jydqdb1","2017-06-06 18:00:00","30925.05","0","68328.77","22132","1140","0","0","342.72","0","4199","2239","0","7351","0"
"1818","jydqdb1","2017-06-08 03:00:00","20097.35","0","51998.78","16078","227","0","0","0","0","17986","1302","0","285","0"
"1818","jydqdb1","2017-06-08 04:00:00","21693.01","38","48289.06","21185","171","0","0","0","0","6640","1635","0","250","0"
"1818","jydqdb1","2017-06-08 13:00:00","36823.87","0","89844.56","16666","1363","0","0","25067.69","0","570","2833","0","6521","0"
"1818","jydqdb1","2017-06-10 03:00:00","18639.7","0","53330.55","21864","105","0","0","0","0","12030","1855","0","168","0"
"1818","jydqdb1","2017-06-11 20:00:00","25647.92","0","65600.21","17150","1224","0","0","0","0","17396","1216","0","4837","0"
"1818","jydqdb2","2017-05-26 11:00:00","20462.34","0","54565.58","22134","1682","0","0","0","0","0","1954","0","12826","496"
"1818","jydqdb2","2017-06-07 02:00:00","7989.95","0","25182.65","15772","298","0","0","0","0","0","1926","0","116","3943"
"1818","jydqdb2","2017-06-11 14:00:00","21950.72","0","36916.8","10535","631","0","0","1630.08","0","0","920","0","821","429"
"1818","jydqdb2","2017-06-15 03:00:00","10158.58","0","26774.98","10547","696","0","0","0","0","0","381","0","165","9430"
"1818","jydqdb1","2017-05-29 22:00:00","19824.92","0","60597.84","19181","987","0","0","4077.92","0","13367","2243","0","917","0"
"1818","jydqdb1","2017-06-06 14:00:00","30552.62","0","63171.59","13897","1188","0","0","1800.97","0","8822","1216","0","5695","0"
"1818","jydqdb1","2017-05-30 06:00:00","14824.93","0","48118.58","29437","170","0","0","0","0","1188","3427","0","165","0"
"1818","jydqdb1","2017-05-30 14:00:00","19637.1","0","46082.36","14664","457","0","0","1497.26","0","7835","1383","0","609","0"
"1818","jydqdb1","2017-06-07 20:00:00","42541.35","0","83066.79","23601","1356","0","0","2092.44","0","3597","3116","0","6763","0"
"1818","jydqdb1","2017-06-07 22:00:00","32404.36","0","80163.28","20952","1263","0","0","0","0","16683","2435","0","6502","0"
"1818","jydqdb1","2017-06-08 07:00:00","27290.63","0","58611.72","23981","798","0","0","306.09","0","1002","2155","0","3079","0"
"1818","jydqdb1","2017-06-01 00:00:00","16780.41","0","49161.3","23944","413","0","0","0","0","5974","2168","0","560","0"
"1818","jydqdb1","2017-06-15 18:00:00","24034","218","67110.48","16196","1835","0","0","0","0","13301","1519","0","10422","0"
"1818","jydqdb1","2017-05-25 08:00:00","16075.68","0","57425.17","31938","303","0","0","6923.49","0","145","1661","0","379","0"
"1818","jydqdb1","2017-05-25 11:00:00","19806.14","0","46141.58","26787","416","0","0","0","0","0","3617","0","538","0"
"1818","jydqdb2","2017-06-10 00:00:00","10253.19","0","18636.11","6745","542","0","0","166.92","0","0","288","0","119","522"
"1818","jydqdb2","2017-06-16 18:00:00","20680.34","0","35312.81","8510","1084","0","0","2508.47","0","0","408","0","1713","409"
"1818","jydqdb2","2017-06-03 09:00:00","22648.93","0","48100.15","8807","1913","0","0","940.22","0","0","1742","0","12049","0"
"1818","jydqdb2","2017-05-26 23:00:00","17099.95","0","39072.27","12327","1317","0","0","0","0","0","1355","0","8236","0"
"1818","jydqdb2","2017-06-10 11:00:00","13823.15","0","27422.57","12240","742","0","0","0","0","0","680","0","574","724"
"1818","jydqdb2","2017-05-27 18:00:00","20786.72","0","46229.86","14080","1239","0","0","1364.14","0","0","1799","0","6642","319"
"1818","jydqdb2","2017-06-04 12:00:00","21625.35","0","44915.45","8107","1351","0","0","782.1","0","0","2782","0","9834","434"
"1818","jydqdb2","2017-06-04 23:00:00","17877.85","0","36303.93","8350","1212","0","0","1821.08","0","0","1438","0","5298","307"
"1818","jydqdb2","2017-05-29 01:00:00","20947.53","0","62183.53","28295","702","0","0","5844","0","0","3007","0","2906","482"
"1818","jydqdb2","2017-06-05 08:00:00","22883.38","0","64665.52","16858","2015","0","0","7453.14","0","0","2401","0","12520","535"
"1818","jydqdb2","2017-06-05 12:00:00","24000.96","0","56627.1","14258","1985","0","0","987.14","0","0","2044","0","12853","499"
"1818","jydqdb2","2017-06-05 17:00:00","19137.88","0","49713.87","6175","770","0","0","16105.99","0","0","3098","0","4427","0"
"1818","jydqdb2","2017-06-06 00:00:00","12297.98","18359","2887080.56","155210","137979","0","0","392292.58","0","16523","14908","0","2139511","0"
"1818","jydqdb2","2017-05-29 15:00:00","20300.64","0","45814.63","14091","1801","0","0","0","0","0","1045","0","8881","356"
"1818","jydqdb2","2017-06-06 13:00:00","13226.7","0","53871.37","12533","745","0","0","24420.67","0","0","920","0","1345","681"
"1818","jydqdb1","2017-05-25 02:00:00","11469.43","76","58177.72","37753","114","0","0","3257.29","0","0","5405","0","103","0"
"1818","jydqdb1","2017-05-26 12:00:00","18228.31","393","45742.22","21651","642","0","0","0","0","0","2591","0","3145","0"
"1818","jydqdb1","2017-06-05 04:00:00","11646.85","0","43782.05","27721","313","0","0","733.2","0","1390","1557","0","421","0"
"1818","jydqdb1","2017-06-07 09:00:00","30188.98","0","69797.37","30431","1155","0","0","1063.39","0","0","2304","0","4655","0"
"1818","jydqdb1","2017-06-09 04:00:00","22254.64","0","50134.07","25492","233","0","0","0","0","1760","2775","0","273","0"
"1818","jydqdb1","2017-06-09 11:00:00","29835.48","0","54656.55","16143","1229","0","0","633.07","0","0","2244","0","4572","0"
"1818","jydqdb2","2017-05-21 12:00:00","39610.58","0","101154.17","37362","1437","0","0","8775.59","0","0","3663","0","9669","637"
"1818","jydqdb2","2017-05-25 16:00:00","20198.84","0","50338.01","20536","1346","0","0","0","0","0","1960","0","6239","372"
"1818","jydqdb2","2017-05-26 13:00:00","20162.52","0","46829.06","16442","2043","0","0","0","0","0","1340","0","9101","0"
"1818","jydqdb2","2017-05-26 14:00:00","19348.38","0","49163.32","15710","1934","0","0","377.94","0","0","1149","0","10644","0"
"1818","jydqdb2","2017-05-27 02:00:00","15221.39","0","35486.32","15151","453","0","0","0","0","0","1621","0","980","3214"
"1818","jydqdb2","2017-06-06 15:00:00","14055.28","0","31131.67","10526","724","0","0","3835.39","0","0","632","0","879","480"
"1818","jydqdb2","2017-06-14 16:00:00","25088.78","0","38467","8044","1116","0","0","1366.22","0","0","752","0","1603","497"
"1818","jydqdb1","2017-05-24 16:00:00","18695.04","301","70016.57","32184","458","0","0","11306.53","0","0","4094","0","2978","0"
"1818","jydqdb1","2017-06-09 09:00:00","29707.04","0","63945.49","22351","1125","0","0","3322.45","0","1863","1808","0","3769","0"
"1818","jydqdb1","2017-06-16 14:00:00","24021.39","376","56992.33","14215","1400","0","0","1200.94","0","7397","1197","0","7185","0"
"1818","jydqdb1","2017-05-26 23:00:00","25293.94","391","58689.75","27308","646","0","0","0","0","2305","2872","0","2745","0"
"1818","jydqdb1","2017-05-27 04:00:00","12418.96","0","41125.01","20380","261","0","0","0","0","7143","946","0","240","0"
"1818","jydqdb1","2017-06-03 21:00:00","14801.67","0","48207.77","16316","396","0","0","0","0","16064","1960","0","493","0"
"1818","jydqdb1","2017-06-11 08:00:00","25283.51","0","59751.43","27978","989","0","0","0","0","0","2124","0","3787","0"
"1818","jydqdb1","2017-06-04 11:00:00","23458.26","0","51597.52","22579","568","0","0","0","0","0","4336","0","823","0"
"1818","jydqdb2","2017-05-20 22:00:00","24586","0","110128.46","33874","1151","0","0","39867.46","0","0","4225","0","6425","0"
"1818","jydqdb2","2017-05-17 04:00:00","18788.52","0","51512.93","29766","330","0","0","0","0","0","2180","0","461","415"
"1818","jydqdb2","2017-05-17 06:00:00","22398","0","63742.06","34068","577","0","0","2575.06","0","0","2483","0","1246","395"
"1818","jydqdb2","2017-06-14 00:00:00","20793.57","0","38045.19","8968","884","0","0","5821.62","0","0","598","0","651","329"
"1818","jydqdb2","2017-06-07 15:00:00","11976.89","0","24913.06","9698","956","0","0","469.17","0","0","611","0","883","319"
"1818","jydqdb2","2017-05-25 15:00:00","21654.89","0","53319.82","18299","1323","0","0","3581.93","0","0","1787","0","6251","423"
"1818","jydqdb2","2017-06-02 14:00:00","21805.67","0","44766.73","8253","1849","0","0","1527.06","0","0","1893","0","8939","500"
"1818","jydqdb1","2017-06-11 02:00:00","19404.89","106","60682.39","21985","392","0","0","2223.5","0","13741","1533","0","1297","0"
"1818","jydqdb2","2017-05-19 13:00:00","44813.92","0","99590.36","41857","1665","0","0","0","0","0","4305","0","9842","0"
"1818","jydqdb2","2017-05-18 00:00:00","24124.81","0","78194.94","33384","546","0","0","13613.13","0","0","4103","0","2424","0"
"1818","jydqdb2","2017-06-16 14:00:00","19864.41","0","34175.88","13062","650","0","0","0","0","0","961","0","1411","437"
"1818","jydqdb1","2017-06-02 09:00:00","19831.76","0","54875.05","21686","437","0","0","733.29","0","8801","2825","0","561","0"
"1818","jydqdb1","2017-06-04 08:00:00","22135.89","0","55635.19","30644","430","0","0","0","0","218","3016","0","582","0"
"1818","jydqdb1","2017-06-13 16:00:00","24981.62","373","64506.58","23861","1221","0","0","3572.96","0","0","2476","0","8021","0"
"1818","jydqdb2","2017-05-24 18:00:00","18789.4","0","46062.46","16830","1086","0","0","1340.06","0","0","2290","0","5368","359"
"1818","jydqdb2","2017-05-28 18:00:00","19312.28","0","43708.37","12472","1848","0","0","0","0","0","1171","0","8913","0"
"1818","jydqdb2","2017-06-03 14:00:00","20571.67","0","43850.64","9051","1355","0","0","1058.97","0","0","1501","0","9816","497"
"1818","jydqdb2","2017-05-28 07:00:00","20043.62","0","49125.15","14518","1354","0","0","3026.53","0","0","1135","0","8366","682"
"1818","jydqdb2","2017-05-30 10:00:00","20588.46","0","52191.78","18450","1437","0","0","0","0","0","2640","0","9468","349"
"1818","jydqdb2","2017-05-30 12:00:00","21618.15","0","57430.01","19034","2271","0","0","0","0","0","3037","0","14272","0"
"1818","jydqdb1","2017-05-18 18:00:00","22847.96","0","61809.14","16712","457","0","0","86.18","0","18263","1192","0","2251","0"
"1818","jydqdb1","2017-05-19 14:00:00","13955.33","221","54628.86","14151","414","0","0","1342.53","0","20587","1920","0","2038","0"
"1818","jydqdb1","2017-05-20 01:00:00","10435.76","92","42155.88","29457","247","0","0","0","0","1094","2944","0","269","0"
"1818","jydqdb1","2017-05-20 07:00:00","11013.65","0","46462.58","25172","236","0","0","0","0","8329","1923","0","580","0"
"1818","jydqdb1","2017-05-28 21:00:00","17608.83","0","51696.69","17916","501","0","0","0","0","11897","2940","0","1160","0"
"1818","jydqdb2","2017-06-15 04:00:00","10049.93","0","21385.5","9120","611","0","0","513.57","0","0","491","0","77","523"
"1818","jydqdb2","2017-06-15 10:00:00","33963.29","0","54952.82","18115","642","0","0","0","0","0","926","0","2042","0"
"1818","jydqdb1","2017-05-23 23:00:00","15812.62","0","50160.85","26551","475","0","0","0","0","9660","1993","0","687","0"
"1818","jydqdb1","2017-05-20 08:00:00","13130.76","0","56213.55","26134","284","0","0","4163.79","0","10427","1731","0","343","0"
"1818","jydqdb1","2017-05-31 17:00:00","41026.11","0","81364.44","35959","467","0","0","0","0","1650","4107","0","637","0"
"1818","jydqdb1","2017-06-01 01:00:00","11058.29","0","45463.56","29362","544","0","0","474.27","0","0","3260","0","765","0"
"1818","jydqdb1","2017-06-02 12:00:00","20250.54","0","52256.76","34040","381","0","0","0","0","0","2761","0","467","0"
"1818","jydqdb1","2017-06-16 06:00:00","21989.33","0","53179.77","27907","364","0","0","0","0","193","2703","0","571","0"
"1818","jydqdb2","2017-05-31 00:00:00","19561.37","0","48984.58","17830","1153","0","0","2894.21","0","0","2013","0","5533","0"
"1818","jydqdb1","2017-05-17 18:00:00","16177.02","368","60515.97","37593","478","0","0","813.95","0","0","2019","0","3067","0"
"1818","jydqdb2","2017-06-15 08:00:00","25140.94","0","46574.2","15741","1183","0","0","774.26","0","0","1726","0","1584","425"
"1818","jydqdb1","2017-05-30 15:00:00","21906.99","0","48833.29","20855","486","0","0","177.3","0","3451","1297","0","660","0"
"1818","jydqdb1","2017-06-08 01:00:00","22051.37","0","59797.02","22423","695","0","0","490.65","0","8336","3671","0","2130","0"
"1818","jydqdb1","2017-06-01 12:00:00","21490.6","0","43378.57","19147","350","0","0","0","0","0","2541","0","416","0"
"1818","jydqdb2","2017-05-27 23:00:00","17178.24","0","37511.05","11428","1774","0","0","0","0","0","1218","0","7985","0"
"1818","jydqdb2","2017-05-22 15:00:00","25780.66","0","69862.45","33932","1235","0","0","0","0","0","3207","0","5453","391"
"1818","jydqdb2","2017-05-31 03:00:00","16864.26","0","39769.36","13346","616","0","0","0","0","0","906","0","1153","9411"
"1818","jydqdb2","2017-05-27 04:00:00","15362.94","0","30069.08","12277","792","0","0","460.14","0","0","420","0","757","0"
"1818","jydqdb1","2017-05-20 16:00:00","14013.03","0","51171.17","16751","417","0","0","2370.14","0","15557","1518","0","545","0"
"1818","jydqdb2","2017-05-19 06:00:00","22353.21","0","64882.02","32768","718","0","0","4259.81","0","0","2556","0","2227","0"
"1818","jydqdb2","2017-06-02 16:00:00","21084.56","0","44524.51","11151","1430","0","0","668.95","0","0","1172","0","8320","698"
"1818","jydqdb2","2017-05-29 12:00:00","21644.65","0","57477.09","20516","1718","0","0","2812.44","0","0","1518","0","8885","383"
"1818","jydqdb2","2017-05-29 16:00:00","20071.47","0","49173.04","15022","1470","0","0","2987.57","0","0","1196","0","8073","353"
"1818","jydqdb2","2017-06-06 08:00:00","10442.03","0","24230.9","11413","524","0","0","0","0","0","1200","0","613","215"
"1818","jydqdb2","2017-05-30 11:00:00","21756.81","0","60547.48","18054","1883","0","0","3710.67","0","0","2170","0","12973","0"
"1818","jydqdb2","2017-06-06 20:00:00","11634.94","0","24533.32","9397","1114","0","0","0","0","0","614","0","1490","516"
"1818","jydqdb2","2017-06-06 23:00:00","9392.29","0","21220.23","9290","815","0","0","24.94","0","0","592","0","643","463"
"1818","jydqdb2","2017-05-30 16:00:00","20516.75","0","47742.33","15902","1904","0","0","0","0","0","1750","0","9583","0"
"1818","jydqdb2","2017-05-31 06:00:00","20599.83","0","47662.87","20011","780","0","0","1787.04","0","0","1531","0","2497","457"
"1818","jydqdb2","2017-06-14 06:00:00","15776.9","0","29117.37","8569","828","0","0","2300.47","0","0","761","0","290","592"
"1818","jydqdb2","2017-06-14 10:00:00","35311.25","0","58110.33","16254","988","0","0","2212.08","0","0","655","0","2130","560"
"1818","jydqdb2","2017-05-31 10:00:00","22150.02","0","59054.58","22717","1438","0","0","2375.56","0","0","2144","0","8230","0"
"1818","jydqdb2","2017-06-07 23:00:00","11837.93","0","29961.2","15243","664","0","0","0","0","0","1242","0","2521","879"
"1818","jydqdb2","2017-05-24 21:00:00","19059.33","0","50814.32","17521","1989","0","0","0","0","0","2514","0","10887","0"
"1818","jydqdb2","2017-05-25 02:00:00","14669.52","0","41189.11","21354","392","0","0","0","0","0","2392","0","682","3383"
"1818","jydqdb2","2017-06-01 06:00:00","17304.66","0","35785.25","7222","612","0","0","3209.59","0","0","2355","0","5082","0"
"1818","jydqdb2","2017-06-08 11:00:00","17081.99","0","34167.29","9830","1415","0","0","1799.3","0","0","603","0","2770","668"
"1818","jydqdb2","2017-05-25 12:00:00","21268.61","0","57194.13","21566","2009","0","0","0","0","0","2817","0","11562","751"
"1818","jydqdb2","2017-06-01 10:00:00","20306.23","0","37041.28","8587","1547","0","0","0","0","0","994","0","7335","487"
"1818","jydqdb2","2017-06-01 12:00:00","20036.22","0","38385.41","5849","1943","0","0","0","0","0","794","0","9959","448"
"1818","jydqdb2","2017-06-01 15:00:00","22007.18","0","40134.01","6570","1257","0","0","4432.83","0","0","861","0","4701","305"
"1818","jydqdb2","2017-06-01 17:00:00","20440.29","0","36440.04","10929","1296","0","0","0","0","0","1091","0","5168","0"
"1818","jydqdb2","2017-05-26 01:00:00","19405.45","0","51776.09","29776","634","0","0","0","0","0","3261","0","2354","0"
"1818","jydqdb2","2017-06-02 01:00:00","19990.5","0","50813.13","15092","1554","0","0","0","0","0","2512","0","12723","655"
"1818","jydqdb1","2017-05-22 03:00:00","10058.1","42","48463.01","26099","94","0","0","0","0","13832","1256","0","83","0"
"1818","jydqdb1","2017-06-05 00:00:00","16248.28","0","45668.99","20725","354","0","0","2159.71","0","4247","1472","0","463","0"
"1818","jydqdb1","2017-06-05 05:00:00","9299.4","0","41394.49","17511","174","0","0","0","0","14562","1682","0","184","0"
"1818","jydqdb1","2017-06-12 01:00:00","20871.39","0","50889.08","26608","768","0","0","0","0","0","2428","0","2201","58"
"1818","jydqdb1","2017-06-12 02:00:00","20241.23","0","52920.24","24745","294","0","0","376.01","0","3057","3618","0","589","0"
"1818","jydqdb1","2017-05-28 22:00:00","16166.18","0","50837.34","16107","441","0","0","940.16","0","14581","1605","0","997","0"
"1818","jydqdb1","2017-06-12 10:00:00","24823.71","374","63816.06","22319","1328","0","0","2592.35","0","3645","1762","0","6972","0"
"1818","jydqdb1","2017-05-29 09:00:00","17756.12","91","52562.43","26653","417","0","0","5063.31","0","0","1721","0","861","0"
"1818","jydqdb1","2017-06-12 21:00:00","24542.95","0","56402.69","27456","1147","0","0","0","0","0","2743","0","3376","0"
"1818","jydqdb1","2017-05-29 20:00:00","19556.68","0","53131.57","28478","564","0","0","1634.89","0","0","1806","0","1092","0"
"1818","jydqdb1","2017-06-06 06:00:00","27768.53","117","54880.47","20864","598","0","0","0","0","4259","1317","0","2557","0"
